Var1,URL,SRC,R,G,B,USAGE,GitHub
373,https://live.staticflickr.com/65535/50307257092_14abdae2b6_t.jpg,./NaturePhotos/373.jpg,108.046,127.8916,122.7436,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/373.jpg
375,https://live.staticflickr.com/1934/44264775275_740668b120_t.jpg,./NaturePhotos/375.jpg,151.1512,84.7528,136.11,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/375.jpg
376,https://live.staticflickr.com/65535/49804703157_c4d237330a_t.jpg,./NaturePhotos/376.jpg,98.2824,96.9732,133.11,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/376.jpg
377,https://live.staticflickr.com/65535/50847406228_bc27d58546_t.jpg,./NaturePhotos/377.jpg,99.0692,64.6568,90.29,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/377.jpg
378,https://live.staticflickr.com/65535/51664321650_b54758e8b3_t.jpg,./NaturePhotos/378.jpg,103.1108,70.3772,81.8424,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/378.jpg
379,https://live.staticflickr.com/7910/47495937052_d8a93dd607_t.jpg,./NaturePhotos/379.jpg,103.4212,103.304,101.5208,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/379.jpg
380,https://live.staticflickr.com/65535/47812560221_b177636530_t.jpg,./NaturePhotos/380.jpg,129.51,27.5696,39.554,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/380.jpg
381,https://live.staticflickr.com/2822/9606046745_874cd6a54b_t.jpg,./NaturePhotos/381.jpg,131.7824,111.0252,127.0496,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/381.jpg
382,https://live.staticflickr.com/65535/51530853504_c9b42a4182_t.jpg,./NaturePhotos/382.jpg,141.7524,38.3104,67.5168,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/382.jpg
383,https://live.staticflickr.com/65535/51997859683_aa5994a887_t.jpg,./NaturePhotos/383.jpg,149.7628,93.8216,129.9536,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/383.jpg
384,https://live.staticflickr.com/65535/50301401112_591ceb28e5_t.jpg,./NaturePhotos/384.jpg,116.5548,121.8376,119.5556,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/384.jpg
385,https://live.staticflickr.com/65535/50732953517_b8466b4efd_t.jpg,./NaturePhotos/385.jpg,99.9464,98.158,98.6372,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/385.jpg
388,https://live.staticflickr.com/65535/50799795736_8054671b7b_t.jpg,./NaturePhotos/388.jpg,98.6288,103.5028,100.7092,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/388.jpg
389,https://live.staticflickr.com/7863/47133829932_8977967e17_t.jpg,./NaturePhotos/389.jpg,122.5316,108.6028,109.1976,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/389.jpg
392,https://live.staticflickr.com/65535/50937862132_80e5a98cec_t.jpg,./NaturePhotos/392.jpg,149.7168,98.3644,121.8856,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/392.jpg
393,https://live.staticflickr.com/65535/51232622164_c8a5c6dac7_t.jpg,./NaturePhotos/393.jpg,100.8276,69.7808,114.6392,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/393.jpg
394,https://live.staticflickr.com/65535/49873513533_7a976d27c6_t.jpg,./NaturePhotos/394.jpg,95.2372,73.0456,84.9028,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/394.jpg
395,https://live.staticflickr.com/770/21791748233_eee434dbb8_t.jpg,./NaturePhotos/395.jpg,115.7696,69.5704,117.9372,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/395.jpg
396,https://live.staticflickr.com/65535/50583717781_d40e3c6774_t.jpg,./NaturePhotos/396.jpg,74.1888,62.6696,74.142,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/396.jpg
397,https://live.staticflickr.com/1966/44453797574_088f04f5e7_t.jpg,./NaturePhotos/397.jpg,128.5684,81.6296,114.7644,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/397.jpg
398,https://live.staticflickr.com/1918/31351225908_7a98e03544_t.jpg,./NaturePhotos/398.jpg,156.6724,136.1472,151.7796,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/398.jpg
400,https://live.staticflickr.com/1850/44625387662_4f8a454040_t.jpg,./NaturePhotos/400.jpg,164.64,139.8372,155.83,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/400.jpg
401,https://live.staticflickr.com/65535/49147672992_d8d947b4e8_t.jpg,./NaturePhotos/401.jpg,91.378,88.1176,90.778,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/401.jpg
402,https://live.staticflickr.com/818/40141180574_51795df4c4_t.jpg,./NaturePhotos/402.jpg,128.0416,60.5972,96.3984,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/402.jpg
403,https://live.staticflickr.com/65535/49516854371_19422eb923_t.jpg,./NaturePhotos/403.jpg,138.954,122.9684,134.3964,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/403.jpg
404,https://live.staticflickr.com/1763/42993588751_40d6eb02fb_t.jpg,./NaturePhotos/404.jpg,138.3964,88.2236,92.2176,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/404.jpg
405,https://live.staticflickr.com/65535/49702810663_6edb83f8fe_t.jpg,./NaturePhotos/405.jpg,115.5232,104.9476,114.8668,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/405.jpg
406,https://live.staticflickr.com/4783/39123132870_28efb5d829_t.jpg,./NaturePhotos/406.jpg,135.8872,154.0504,141.3632,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/406.jpg
407,https://live.staticflickr.com/7555/16079258225_c95be3fd1e_t.jpg,./NaturePhotos/407.jpg,123.1836,93.5088,128.8048,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/407.jpg
408,https://live.staticflickr.com/65535/46847475825_cf92108c67_t.jpg,./NaturePhotos/408.jpg,100.8684,83.7032,97.3396,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/408.jpg
409,https://live.staticflickr.com/65535/48504153756_53a7b5fafe_t.jpg,./NaturePhotos/409.jpg,71.7136,54.8288,29.7428,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/409.jpg
410,https://live.staticflickr.com/65535/50706455522_4982d0c124_t.jpg,./NaturePhotos/410.jpg,124.604,123.9536,124.772,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/410.jpg
411,https://live.staticflickr.com/65535/51247974507_409871f9cb_t.jpg,./NaturePhotos/411.jpg,109.996,54.8148,114.9852,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/411.jpg
412,https://live.staticflickr.com/65535/49697594812_a372593f9c_t.jpg,./NaturePhotos/412.jpg,106.03,81.6132,98.1876,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/412.jpg
413,https://live.staticflickr.com/7286/9617364500_f0605a4a94_t.jpg,./NaturePhotos/413.jpg,44.8696,39.9888,46.5096,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/413.jpg
414,https://live.staticflickr.com/7901/32521252217_8261a708f9_t.jpg,./NaturePhotos/414.jpg,99.8284,93.5216,100.21,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/414.jpg
415,https://live.staticflickr.com/65535/51035047577_416eb425bd_t.jpg,./NaturePhotos/415.jpg,103.908,51.6484,89.9232,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/415.jpg
416,https://live.staticflickr.com/4864/45828364242_95b146be6b_t.jpg,./NaturePhotos/416.jpg,159.9,144.444,152.4824,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/416.jpg
417,https://live.staticflickr.com/957/28015499478_73288a9d5d_t.jpg,./NaturePhotos/417.jpg,112.9548,125.8412,122.7292,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/417.jpg
418,https://live.staticflickr.com/922/28314005447_e322b6d37a_t.jpg,./NaturePhotos/418.jpg,126.0968,125.9984,130.4772,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/418.jpg
419,https://live.staticflickr.com/8118/8698407522_f5605132de_t.jpg,./NaturePhotos/419.jpg,116.4436,104.752,117.458,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/419.jpg
420,https://live.staticflickr.com/7345/9768432976_00827866ea_t.jpg,./NaturePhotos/420.jpg,101.596,92.4636,96.0376,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/420.jpg
421,https://live.staticflickr.com/65535/50386522067_d64fafb03c_t.jpg,./NaturePhotos/421.jpg,68.1568,65.1292,78.5188,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/421.jpg
422,https://live.staticflickr.com/5508/9514845121_b30df44499_t.jpg,./NaturePhotos/422.jpg,71.178,65.3968,82.0244,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/422.jpg
423,https://live.staticflickr.com/3762/9688864606_dc083886c4_t.jpg,./NaturePhotos/423.jpg,136.4984,81.328,122.6084,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/423.jpg
424,https://live.staticflickr.com/65535/51111407466_ef43d71c05_t.jpg,./NaturePhotos/424.jpg,126.554,99.7692,121.2856,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/424.jpg
425,https://live.staticflickr.com/7870/46100578244_08e76fd3ab_t.jpg,./NaturePhotos/425.jpg,105.62,99.5512,102.2464,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/425.jpg
427,https://live.staticflickr.com/65535/48139748278_e1d39564b8_t.jpg,./NaturePhotos/427.jpg,136.4792,78.4864,114.9404,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/427.jpg
429,https://live.staticflickr.com/65535/49654436003_76557a852b_t.jpg,./NaturePhotos/429.jpg,126.1104,110.6744,120.8348,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/429.jpg
430,https://live.staticflickr.com/65535/48422593627_51560bef9a_t.jpg,./NaturePhotos/430.jpg,87.274,63.3652,95.7216,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/430.jpg
431,https://live.staticflickr.com/65535/2659792248_56eb5680b5_t.jpg,./NaturePhotos/431.jpg,140.7732,136.3756,38.2964,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/431.jpg
434,https://live.staticflickr.com/65535/49399208276_1aab823e9b_t.jpg,./NaturePhotos/434.jpg,125.3504,103.902,112.6148,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/434.jpg
435,https://live.staticflickr.com/2868/34071036405_abf8006557_t.jpg,./NaturePhotos/435.jpg,148.5192,115.1856,152.7796,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/435.jpg
436,https://live.staticflickr.com/65535/48647342207_65086264e5_t.jpg,./NaturePhotos/436.jpg,128.3572,115.3652,125.376,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/436.jpg
437,https://live.staticflickr.com/65535/49307280742_7aae86822b_t.jpg,./NaturePhotos/437.jpg,156.3432,127.0156,148.9016,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/437.jpg
438,https://live.staticflickr.com/8592/16257194626_ba87f93fdd_t.jpg,./NaturePhotos/438.jpg,86.8568,95.5336,89.8268,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/438.jpg
439,https://live.staticflickr.com/3793/9768514754_288355ae1c_t.jpg,./NaturePhotos/439.jpg,121.7696,104.9848,117.1984,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/439.jpg
441,https://live.staticflickr.com/65535/51391577446_26f9e2cd40_t.jpg,./NaturePhotos/441.jpg,74.7916,61.7248,79.632,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/441.jpg
442,https://live.staticflickr.com/65535/48125988121_9dc6eb7a7d_t.jpg,./NaturePhotos/442.jpg,105.8308,68.6268,108.0704,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/442.jpg
443,https://live.staticflickr.com/1976/31731376488_b8af68018d_t.jpg,./NaturePhotos/443.jpg,169.0968,62.5076,118.7164,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/443.jpg
444,https://live.staticflickr.com/7318/9642048563_25b7830f9d_t.jpg,./NaturePhotos/444.jpg,113.328,102.1348,115.7632,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/444.jpg
445,https://live.staticflickr.com/65535/50682686642_758f97cdf1_t.jpg,./NaturePhotos/445.jpg,78.1188,65.5876,73.014,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/445.jpg
446,https://live.staticflickr.com/7395/9734376243_63ec4ab8b8_t.jpg,./NaturePhotos/446.jpg,76.0672,75.9128,94.7316,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/446.jpg
448,https://live.staticflickr.com/65535/51398570677_2123a44678_t.jpg,./NaturePhotos/448.jpg,90.8396,142.2776,107.7744,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/448.jpg
449,https://live.staticflickr.com/1870/44730457872_faf1b54047_t.jpg,./NaturePhotos/449.jpg,121.7828,100.6412,115.0072,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/449.jpg
450,https://live.staticflickr.com/65535/49866950956_3c7bee8003_t.jpg,./NaturePhotos/450.jpg,213.7712,216.6356,209.3308,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/450.jpg
451,https://live.staticflickr.com/1774/43090455655_09137b259f_t.jpg,./NaturePhotos/451.jpg,179.6524,154.0984,170.5744,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/451.jpg
452,https://live.staticflickr.com/7532/15518274968_5e5e4968eb_t.jpg,./NaturePhotos/452.jpg,27.3272,109.0624,58.28,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/452.jpg
453,https://live.staticflickr.com/65535/50040471247_d027d8a511_t.jpg,./NaturePhotos/453.jpg,80.7788,60.1536,86.5668,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/453.jpg
455,https://live.staticflickr.com/969/41144440144_f7658e33af_t.jpg,./NaturePhotos/455.jpg,105.3052,167.1396,137.6548,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/455.jpg
456,https://live.staticflickr.com/5521/9685693883_77e2208371_t.jpg,./NaturePhotos/456.jpg,142.7532,125.2836,137.944,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/456.jpg
457,https://live.staticflickr.com/4665/40638849351_268e1f7a3c_t.jpg,./NaturePhotos/457.jpg,163.8052,197.0712,175.81,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/457.jpg
458,https://live.staticflickr.com/65535/50580615887_38f1985d52_t.jpg,./NaturePhotos/458.jpg,100.706,73.1496,102.1048,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/458.jpg
459,https://live.staticflickr.com/65535/48126013901_a33ac88c9c_t.jpg,./NaturePhotos/459.jpg,109.024,51.1472,67.962,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/459.jpg
460,https://live.staticflickr.com/65535/50452162117_18b8ecf6a9_t.jpg,./NaturePhotos/460.jpg,125.2692,58.8336,82.208,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/460.jpg
461,https://live.staticflickr.com/65535/50571619953_506841dc76_t.jpg,./NaturePhotos/461.jpg,119.3152,65.9628,84.2596,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/461.jpg
462,https://live.staticflickr.com/2876/9614053093_6ca4a6c998_t.jpg,./NaturePhotos/462.jpg,101.3852,92.7484,127.5636,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/462.jpg
463,https://live.staticflickr.com/3950/19400432942_95599280e1_t.jpg,./NaturePhotos/463.jpg,107.1648,100.0052,103.4212,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/463.jpg
464,https://live.staticflickr.com/8877/17061731193_267f7a55ae_t.jpg,./NaturePhotos/464.jpg,94.9592,68.0536,110.1496,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/464.jpg
465,https://live.staticflickr.com/65535/50524278633_e9b7b6d096_t.jpg,./NaturePhotos/465.jpg,147.6108,90.2456,135.3412,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/465.jpg
466,https://live.staticflickr.com/65535/48422490686_b9366c1220_t.jpg,./NaturePhotos/466.jpg,97.3012,78.0856,89.072,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/466.jpg
467,https://live.staticflickr.com/65535/50629710156_8c322d0710_t.jpg,./NaturePhotos/467.jpg,112.9816,108.7396,107.67,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/467.jpg
468,https://live.staticflickr.com/65535/47923484962_9ab3628469_t.jpg,./NaturePhotos/468.jpg,82.1004,59.542,71.6644,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/468.jpg
469,https://live.staticflickr.com/7843/32912308268_e291a01752_t.jpg,./NaturePhotos/469.jpg,115.5596,115.0532,115.7264,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/469.jpg
470,https://live.staticflickr.com/7267/8157550011_e6bc316ef9_t.jpg,./NaturePhotos/470.jpg,131.7944,108.21,119.9744,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/470.jpg
471,https://live.staticflickr.com/65535/49104872067_361315bca7_t.jpg,./NaturePhotos/471.jpg,116.352,94.61,112.0184,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/471.jpg
472,https://live.staticflickr.com/65535/48015700927_33730a6d87_t.jpg,./NaturePhotos/472.jpg,105.0072,126.1424,143.4252,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/472.jpg
473,https://live.staticflickr.com/65535/51098146451_b51f4fc995_t.jpg,./NaturePhotos/473.jpg,76.0036,28.2824,82.7916,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/473.jpg
474,https://live.staticflickr.com/65535/51194426677_f562060117_t.jpg,./NaturePhotos/474.jpg,123.772,96.9236,16.1212,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/474.jpg
475,https://live.staticflickr.com/1810/43444637961_21ce36ed51_t.jpg,./NaturePhotos/475.jpg,106.3068,169.402,138.688,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/475.jpg
477,https://live.staticflickr.com/65535/40940939833_4238a5fe56_t.jpg,./NaturePhotos/477.jpg,99.9416,61.5612,92.6228,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/477.jpg
478,https://live.staticflickr.com/65535/50382359357_e98a7a0fc1_t.jpg,./NaturePhotos/478.jpg,97.9612,82.6084,100.936,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/478.jpg
479,https://live.staticflickr.com/5442/9668514963_2b8917568b_t.jpg,./NaturePhotos/479.jpg,122.008,91.7972,125.976,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/479.jpg
480,https://live.staticflickr.com/7922/46577159485_2e3135c478_t.jpg,./NaturePhotos/480.jpg,101.3796,88.656,97.5296,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/480.jpg
481,https://live.staticflickr.com/7883/39798738213_7670aba5ae_t.jpg,./NaturePhotos/481.jpg,126.4196,121.0596,123.3392,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/481.jpg
483,https://live.staticflickr.com/65535/49882450061_164178b6e5_t.jpg,./NaturePhotos/483.jpg,116.7388,135.5476,133.6252,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/483.jpg
484,https://live.staticflickr.com/65535/51164351944_82554e4203_t.jpg,./NaturePhotos/484.jpg,144.2348,128.08,146.838,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/484.jpg
485,https://live.staticflickr.com/1828/28471435797_50b6710b2e_t.jpg,./NaturePhotos/485.jpg,122.8072,110.9348,127.7236,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/485.jpg
486,https://live.staticflickr.com/65535/49306592733_ae40fefee3_t.jpg,./NaturePhotos/486.jpg,94.6944,86.0752,101.582,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/486.jpg
488,https://live.staticflickr.com/4431/37081198385_94e3e327ab_t.jpg,./NaturePhotos/488.jpg,142.8168,96.5176,126.1828,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/488.jpg
489,https://live.staticflickr.com/65535/50244788901_883645b1c0_t.jpg,./NaturePhotos/489.jpg,139.5088,143.5988,149.1572,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/489.jpg
491,https://live.staticflickr.com/65535/47890714251_418e10dbc4_t.jpg,./NaturePhotos/491.jpg,74.7144,56.1904,83.5024,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/491.jpg
492,https://live.staticflickr.com/65535/50493323668_5b3a96e08f_t.jpg,./NaturePhotos/492.jpg,82.0936,76.9532,97.6992,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/492.jpg
493,https://live.staticflickr.com/1715/24979164635_70a608c253_t.jpg,./NaturePhotos/493.jpg,145.7744,135.51,144.5944,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/493.jpg
494,https://live.staticflickr.com/65535/52009678745_b6445e0bd2_t.jpg,./NaturePhotos/494.jpg,79.4136,55.5468,68.0028,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/494.jpg
496,https://live.staticflickr.com/7919/46526007455_12622ca463_t.jpg,./NaturePhotos/496.jpg,149.2844,132.4856,140.2204,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/496.jpg
498,https://live.staticflickr.com/65535/50995973356_01a24b4d7d_t.jpg,./NaturePhotos/498.jpg,142.0356,111.9248,126.1696,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/498.jpg
499,https://live.staticflickr.com/65535/50644703051_fb9062319d_t.jpg,./NaturePhotos/499.jpg,76.832,78.0596,76.7664,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/499.jpg
500,https://live.staticflickr.com/65535/51284916391_ef1801360a_t.jpg,./NaturePhotos/500.jpg,107.1416,83.2936,112.966,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/500.jpg
501,https://live.staticflickr.com/7916/32234475647_75994905da_t.jpg,./NaturePhotos/501.jpg,105.9984,130.6568,117.5488,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/501.jpg
502,https://live.staticflickr.com/65535/50189837126_bac52a8c28_t.jpg,./NaturePhotos/502.jpg,97.3028,88.686,81.7704,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/502.jpg
503,https://live.staticflickr.com/3702/9685923987_ae93814e2a_t.jpg,./NaturePhotos/503.jpg,64.7088,79.1,76.2184,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/503.jpg
504,https://live.staticflickr.com/65535/50536730756_c8940dacac_t.jpg,./NaturePhotos/504.jpg,147.6836,121.8608,130.5248,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/504.jpg
505,https://live.staticflickr.com/65535/47958571752_cc20e90ea6_t.jpg,./NaturePhotos/505.jpg,89.402,67.0384,118.8388,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/505.jpg
506,https://live.staticflickr.com/65535/50585690382_54934f2805_t.jpg,./NaturePhotos/506.jpg,95.9064,126.1904,101.4856,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/506.jpg
507,https://live.staticflickr.com/3927/33914633842_cc03f12016_t.jpg,./NaturePhotos/507.jpg,156.7332,99.208,117.8744,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/507.jpg
508,https://live.staticflickr.com/7467/15150523774_aeefc7bcfa_t.jpg,./NaturePhotos/508.jpg,136.1216,18.3544,76.1524,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/508.jpg
509,https://live.staticflickr.com/65535/50534515966_5584577b44_t.jpg,./NaturePhotos/509.jpg,128.4612,122.2924,125.9528,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/509.jpg
510,https://live.staticflickr.com/7813/33259544478_d8b9cdd883_t.jpg,./NaturePhotos/510.jpg,113.2252,87.4892,107.192,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/510.jpg
511,https://live.staticflickr.com/65535/50886768963_ce495d7735_t.jpg,./NaturePhotos/511.jpg,117.412,112.1228,119.1924,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/511.jpg
512,https://live.staticflickr.com/7348/9417462326_d339a52352_t.jpg,./NaturePhotos/512.jpg,71.492,70.4428,98.5688,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/512.jpg
513,https://live.staticflickr.com/65535/48079169498_14d5277c6e_t.jpg,./NaturePhotos/513.jpg,117.9992,106.7728,124.6884,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/513.jpg
514,https://live.staticflickr.com/65535/49405899736_820884af38_t.jpg,./NaturePhotos/514.jpg,114.5316,106.2196,114.178,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/514.jpg
515,https://live.staticflickr.com/65535/48935400693_3c098945df_t.jpg,./NaturePhotos/515.jpg,93.6584,86.3868,94.0468,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/515.jpg
516,https://live.staticflickr.com/65535/52002104058_b3b3347c69_t.jpg,./NaturePhotos/516.jpg,107.4316,73.6088,103.0756,0,https://raw.githubusercontent.com/djm0321/PhotoMosaic/master/NaturePhotos/516.jpg
